@relation InstanceResultListener

@attribute Key_Dataset {Filtered.Breast.Cancer.Wisconsin..Original..Data.Set}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes,weka.classifiers.meta.AdaBoostM1,weka.classifiers.meta.Bagging}
@attribute Key_Scheme_options {-D,'-P 100 -S 1 -I 10 -W weka.classifiers.bayes.NaiveBayes','-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.bayes.NaiveBayes'}
@attribute Key_Scheme_version_ID {5995231201785697655,-1178107808933117974,-115879962237199703}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,1,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.0341,0.178619,7.353523,37.100062,59.64963,47.244474,12.405156,0.94682,0.749912,0.196907,55.21135,0.876371,92.559417,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.982609,0.959775,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.982609,0.980425,0.966346,0.968254,0.001,0,0,0,0,0,7578,63409,8473,96.825397,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,2,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,60,3,0,95.238095,4.761905,0,0.900053,0.047357,0.215216,10.212292,44.701452,59.64963,27.050151,32.59948,0.94682,0.429367,0.517452,53.348976,0.846809,89.437228,1,23,0.075,3,0.925,37,0,0,0.884615,1,0.938776,0.904582,0.996739,0.994631,0.952381,0.027381,0.972619,0.047619,0.957875,0.952381,0.952911,0.904582,0.996739,0.996887,0.949907,0.952381,0.001,0,0.015625,0,15.625,0,7631,63409,8473,95.238095,50,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,3,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,63,0,0,100,0,0,1,0.000674,0.003741,0.145413,0.777035,59.64963,0.061933,59.587698,0.94682,0.000983,0.945836,59.587698,0.945836,99.896172,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7631,63409,8473,100,50,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,4,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.032607,0.178299,7.031643,37.033474,59.64963,35.826122,23.823509,0.94682,0.568669,0.378151,55.352701,0.878614,92.796386,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.997826,0.996522,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.997826,0.997946,0.966346,0.968254,0,0,0,0,0,0,7578,63409,8473,96.825397,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,5,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.044481,0.202167,9.592257,41.991039,59.64963,40.922727,18.726904,0.94682,0.649567,0.297252,53.659596,0.85174,89.957968,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.983152,0.976982,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.983152,0.984819,0.948148,0.952381,0,0.001,0,0,0,0,7684,63409,8473,96.825397,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,6,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,63,0,0,100,0,0,1,0.007134,0.050635,1.538469,10.517059,59.64963,0.809656,58.839974,0.94682,0.012852,0.933968,58.839974,0.933968,98.642646,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,7631,63409,8473,100,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,7,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.030978,0.168577,6.680387,35.014163,59.64963,19.770412,39.879219,0.94682,0.313816,0.633003,55.509919,0.88111,93.059954,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.997826,0.996298,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.997826,0.997893,0.966346,0.968254,0.001,0,0,0,0,0,7631,63409,8473,98.412698,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,8,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.012505,0.083625,2.696589,17.369286,59.64963,1.736348,57.913282,0.94682,0.027561,0.919258,57.951354,0.919863,97.152914,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,1,1,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,1,1,0.983033,0.984127,0.001,0,0,0,0,0,7631,63409,8473,100,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,9,weka.classifiers.bayes.NaiveBayes,-D,5995231201785697655,20220117.2206,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016163,0.125997,3.485507,26.170216,59.64963,20.913714,38.735916,0.94682,0.331964,0.614856,57.514892,0.912935,96.421204,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.994565,0.990077,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.994565,0.994614,0.983033,0.984127,0.001,0,0,0,0,0,7684,63409,8473,98.412698,50,?,?
