@relation InstanceResultListener

@attribute Key_Dataset {Filtered.Breast.Cancer.Wisconsin..Original..Data.Set}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.lazy.IBk,weka.classifiers.meta.AttributeSelectedClassifier}
@attribute Key_Scheme_options {'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.ExhaustiveSearch \" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.ExhaustiveSearch \" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"'}
@attribute Key_Scheme_version_ID {-3080186098777067172,-1151805453487947577}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumAttributesSelected numeric
@attribute measureSelectionTime numeric
@attribute measureTime numeric

@data
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,4,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,59,4,0,93.650794,6.349206,0,0.867925,0.079826,0.251811,17.214238,52.302284,59.64963,34.494962,25.154669,0.94682,0.547539,0.39928,49.174622,0.78055,82.439106,1,23,0.1,4,0.9,36,0,0,0.851852,1,0.92,0.875595,0.959239,0.878597,0.936508,0.036508,0.963492,0.063492,0.945914,0.936508,0.937377,0.875595,0.959239,0.938094,0.933684,0.936508,0,0.002,0,0,0,0,65202,63409,8473,95.238095,53.174603,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,5,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.024314,0.140761,5.243152,29.236778,59.64963,11.196849,48.452781,0.94682,0.177728,0.769092,56.495524,0.896754,94.712278,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.986957,0.956601,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.986957,0.978361,0.983033,0.984127,0,0.001,0,0,0,0,65202,63409,8473,98.412698,50.793651,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,6,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.055991,0.188909,12.074266,39.237333,59.64963,15.190599,44.459032,0.94682,0.241121,0.705699,52.3935,0.831643,87.835413,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.994022,0.983443,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.994022,0.990208,0.965761,0.968254,0,0.002,0,0,0,0,65202,63409,8473,98.412698,53.968254,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,7,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,63,0,0,100,0,0,1,0.000503,0.000606,0.108517,0.12592,59.64963,0.045754,59.603876,0.94682,0.000726,0.946093,59.603876,0.946093,99.923295,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.002,0,0,0,0,65202,63409,8473,100,50,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,8,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.03748,0.159836,8.08253,33.198775,59.64963,12.776431,46.8732,0.94682,0.2028,0.744019,54.915942,0.871682,92.064179,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.996739,0.991004,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.996739,0.994393,0.982716,0.984127,0,0.001,0,0,0,0,65202,63409,8473,98.412698,52.380952,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,9,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.032253,0.154214,6.955236,32.031004,59.64963,12.197102,47.452528,0.94682,0.193605,0.753215,55.495271,0.880877,93.035397,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.986957,0.956851,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.986957,0.978615,0.983033,0.984127,0,0.002,0,0,0,0,65202,63409,8473,98.412698,51.587302,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,9,10,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.053389,0.203452,11.513158,42.25799,59.64963,22.930679,36.718952,0.94682,0.363979,0.582841,52.804437,0.838166,88.524332,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.972826,0.913648,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.972826,0.956885,0.966346,0.968254,0,0.001,0,0,0,0,65202,63409,8473,96.825397,52.380952,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016403,0.089089,3.537203,18.504277,59.64963,2.048165,57.601465,0.94682,0.032511,0.914309,57.49319,0.91259,96.384822,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.999457,0.998188,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.999457,0.998951,0.983033,0.984127,0,0.002,0,0.015625,0,15.625,65250,63409,8473,100,51.587302,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,2,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,63,0,0,100,0,0,1,0.024298,0.109111,5.239886,22.662801,59.64963,3.044455,56.605176,0.94682,0.048325,0.898495,56.605176,0.898495,94.896105,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0,0,0,0,65202,63409,8473,100,52.380952,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,3,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.053379,0.182987,11.511011,38.007244,59.64963,14.778756,44.870875,0.94682,0.234583,0.712236,52.697068,0.836461,88.344332,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.991848,0.980525,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.991848,0.987826,0.949098,0.952381,0,0.002,0,0,0,0,65314,63409,8473,98.412698,53.968254,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,4,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.034904,0.13768,7.526967,28.596723,59.64963,4.631004,55.018626,0.94682,0.073508,0.873312,55.079853,0.874283,92.338968,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,1,1,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,1,1,0.982716,0.984127,0,0.001,0,0,0,0,65266,63409,8473,100,53.174603,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,5,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.063938,0.199136,13.78806,41.361391,59.64963,16.191573,43.458057,0.94682,0.257009,0.68981,51.5008,0.817473,86.338841,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.984239,0.948068,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.984239,0.975246,0.983033,0.984127,0,0.002,0,0,0,0,65370,63409,8473,98.412698,54.761905,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,6,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,59,4,0,93.650794,6.349206,0,0.865528,0.063954,0.251755,13.791442,52.290769,59.64963,40.646052,19.003578,0.94682,0.645175,0.301644,51.174549,0.812294,85.791896,0.956522,22,0.075,3,0.925,37,0.043478,1,0.88,0.956522,0.916667,0.867491,0.959783,0.881586,0.936508,0.054986,0.945014,0.063492,0.939482,0.936508,0.937017,0.867491,0.959783,0.937034,0.932692,0.936508,0,0.001,0,0,0,0,65274,63409,8473,93.650794,50,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,7,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,63,0,0,100,0,0,1,0.005807,0.042025,1.252213,8.728844,59.64963,0.631999,59.017632,0.94682,0.010032,0.936788,59.017632,0.936788,98.940481,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.002,0,0,0,0,65242,63409,8473,100,50.793651,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,8,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,60,3,0,95.238095,4.761905,0,0.900053,0.040172,0.188835,8.663071,39.222007,59.64963,21.346581,38.30305,0.94682,0.338835,0.607985,54.28026,0.861591,90.998485,1,23,0.075,3,0.925,37,0,0,0.884615,1,0.938776,0.904582,0.977174,0.926957,0.952381,0.027381,0.972619,0.047619,0.957875,0.952381,0.952911,0.904582,0.977174,0.962404,0.949907,0.952381,0,0.001,0,0,0,0,65282,63409,8473,96.825397,50.793651,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,9,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016399,0.125879,3.536458,26.145633,59.64963,10.198869,49.450762,0.94682,0.161887,0.784933,57.493505,0.912595,96.385349,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.9875,0.958333,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.9875,0.978993,0.983033,0.984127,0,0.002,0,0,0,0,65210,63409,8473,98.412698,50,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,10,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220117.1956,567,63,63,0,0,100,0,0,1,0.027,0.107091,5.822513,22.24323,59.64963,3.219777,56.429853,0.94682,0.051108,0.895712,56.429853,0.895712,94.602184,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.002,0,0,0,0,65346,63409,8473,100,53.174603,?,?,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.055968,0.208817,12.069407,43.372286,59.64963,23.92326,35.72637,0.94682,0.379734,0.567085,52.395548,0.831675,87.838847,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.963043,0.889433,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.963043,0.948284,0.966346,0.968254,1.26,0.002,1.265625,0,1265.625,0,62967,63409,8473,96.825397,52.380952,?,7,1260,1260
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,59,4,0,93.650794,6.349206,0,0.865528,0.050695,0.206662,10.932244,42.924737,59.64963,22.92558,36.724051,0.94682,0.363898,0.582921,52.762488,0.8375,88.454007,0.956522,22,0.075,3,0.925,37,0.043478,1,0.88,0.956522,0.916667,0.867491,0.982609,0.948267,0.936508,0.054986,0.945014,0.063492,0.939482,0.936508,0.937017,0.867491,0.982609,0.972844,0.932692,0.936508,1.094,0.002,1.078125,0,1078.125,0,62975,63409,8473,96.825397,51.587302,?,7,1094,1094
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,63,0,0,100,0,0,1,0.016137,0.072762,3.479813,15.112958,59.64963,1.813239,57.836392,0.94682,0.028782,0.918038,57.836392,0.918038,96.960184,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.657,0.001,0.65625,0,656.25,0,44667,63409,8473,100,53.174603,?,3,657,657
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,60,3,0,95.238095,4.761905,0,0.900053,0.050612,0.186574,10.914272,38.75236,59.64963,15.350677,44.298953,0.94682,0.243662,0.703158,52.87834,0.839339,88.648227,1,23,0.075,3,0.925,37,0,0,0.884615,1,0.938776,0.904582,0.974457,0.943524,0.952381,0.027381,0.972619,0.047619,0.957875,0.952381,0.952911,0.904582,0.974457,0.972349,0.949907,0.952381,0.755,0.001,0.765625,0,765.625,0,49008,63409,8473,98.412698,53.174603,?,4,755,755
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,59,4,0,93.650794,6.349206,0,0.863043,0.071694,0.259552,15.460509,53.910248,59.64963,42.795552,16.854078,0.94682,0.679294,0.267525,50.192434,0.796705,84.145423,0.913043,21,0.05,2,0.95,38,0.086957,2,0.913043,0.913043,0.913043,0.863043,0.966304,0.903449,0.936508,0.073464,0.926536,0.063492,0.936508,0.936508,0.936508,0.863043,0.966304,0.952622,0.931522,0.936508,0.81,0.001,0.796875,0,796.875,0,49688,63409,8473,93.650794,50.793651,?,4,810,810
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.021655,0.122419,4.669805,25.426989,59.64963,3.628181,56.02145,0.94682,0.05759,0.889229,56.759817,0.900949,95.155353,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,1,1,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,1,1,0.982716,0.984127,1.131,0.001,1.125,0,1125,0,62931,63409,8473,100,51.587302,?,7,1130,1131
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.026938,0.122423,5.809021,25.427841,59.64963,3.628279,56.021352,0.94682,0.057592,0.889228,55.974303,0.888481,93.838475,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.99837,0.996522,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.99837,0.997946,0.966346,0.968254,1.651,0.002,1.640625,0,1640.625,0,62959,63409,8473,100,52.380952,?,7,1651,1651
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1956,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.024308,0.109111,5.241879,22.662807,59.64963,3.045295,56.604336,0.94682,0.048338,0.898482,56.496061,0.896763,94.713178,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.998913,0.996377,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.998913,0.997921,0.983033,0.984127,1.216,0.002,1.21875,0,1218.75,0,62919,63409,8473,100,52.380952,?,7,1216,1216
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.WrapperSubsetEval -B weka.classifiers.lazy.IBk -F 5 -T -1.0 -R 1 -E DEFAULT -- -K 2 -W 0 -A \\\"weka.core.neighboursearch.LinearNNSearch -A \\\\\\\"weka.core.EuclideanDistance -R first-last\\\\\\\"\\\"\" -S \"weka.attributeSelection.BestFirst -D 2 -N 5\" -W weka.classifiers.lazy.IBk -- -K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-1151805453487947577,20220117.1957,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.073134,0.24044,15.771025,49.940461,59.64963,33.462587,26.187043,0.94682,0.531152,0.415667,50.315271,0.798655,84.351355,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.980978,0.946666,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.980978,0.972856,0.948148,0.952381,0.738,0.001,0.734375,0,734.375,0,49278,63409,8473,95.238095,53.968254,?,4,738,738
